,value
acc_lg,0.78
acc_lg_bs,0.4925
acc_crc_burns,0.5075000000000001
acc_crc_bs_burns,1.0
acc_crc_cluster,0.5075000000000001
acc_crc_bs_cluster,0.94
ccs_burns sent_accs (mean),0.5324999999999999
ccs_burns sent_accs (std),1.1102230246251565e-16
ccs_burns bs_accs (mean),0.5
ccs_burns bs_accs (std),0.0
ccs_cluster sent_accs (mean),0.5326
ccs_cluster sent_accs (std),0.015929218436571208
ccs_cluster bs_accs (mean),0.5762
ccs_cluster bs_accs (std),0.07147244224174797
