,value
acc_lg,0.94
acc_lg_bs,0.5325
acc_crc_burns,0.895
acc_crc_bs_burns,0.5225
acc_crc_cluster,0.895
acc_crc_bs_cluster,0.5225
ccs_burns sent_accs (mean),0.8924500000000002
ccs_burns sent_accs (std),0.013186072197587871
ccs_burns bs_accs (mean),0.5217499999999999
ccs_burns bs_accs (std),0.005226136240091713
ccs_cluster sent_accs (mean),0.8871000000000001
ccs_cluster sent_accs (std),0.05001089881215893
ccs_cluster bs_accs (mean),0.5203
ccs_cluster bs_accs (std),0.005163332257370237
