,value
acc_lg,0.895
acc_lg_bs,0.5025
acc_crc_burns,0.5
acc_crc_bs_burns,0.9925
acc_crc_cluster,0.76
acc_crc_bs_cluster,0.5875
ccs_burns sent_accs (mean),0.5150000000000001
ccs_burns sent_accs (std),1.1102230246251565e-16
ccs_burns bs_accs (mean),0.5075
ccs_burns bs_accs (std),0.0
ccs_cluster sent_accs (mean),0.7408500000000001
ccs_cluster sent_accs (std),0.0626729806216363
ccs_cluster bs_accs (mean),0.5617499999999999
ccs_cluster bs_accs (std),0.05714947506320596
