,value
acc_lg,0.925
acc_lg_bs,0.4925
acc_crc_burns,0.9125
acc_crc_bs_burns,0.505
acc_crc_cluster,0.91
acc_crc_bs_cluster,0.5025
ccs_burns sent_accs (mean),0.9144
ccs_burns sent_accs (std),0.00467867502611584
ccs_burns bs_accs (mean),0.5035
ccs_burns bs_accs (std),0.0035000000000000027
ccs_cluster sent_accs (mean),0.90905
ccs_cluster sent_accs (std),0.03971426066289035
ccs_cluster bs_accs (mean),0.50385
ccs_cluster bs_accs (std),0.003911840998813745
