template,accuracy
Default,0.9533333333333334
Alice-opinion,0.5083333333333333
Default,0.95
Alice-opinion,0.505
Default,0.95
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5033333333333333
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5066666666666667
Default,0.9483333333333334
Alice-opinion,0.5066666666666667
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5033333333333334
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.955
Alice-opinion,0.51
Default,0.945
Alice-opinion,0.5033333333333333
Default,0.9466666666666667
Alice-opinion,0.5016666666666667
Default,0.9466666666666667
Alice-opinion,0.5016666666666667
Default,0.945
Alice-opinion,0.5033333333333334
Default,0.9483333333333334
Alice-opinion,0.5066666666666667
Default,0.945
Alice-opinion,0.5033333333333334
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5066666666666667
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9516666666666667
Alice-opinion,0.5066666666666666
Default,0.9533333333333334
Alice-opinion,0.5083333333333333
Default,0.9433333333333334
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5066666666666666
Default,0.945
Alice-opinion,0.5033333333333333
Default,0.95
Alice-opinion,0.505
Default,0.945
Alice-opinion,0.5033333333333334
Default,0.9466666666666667
Alice-opinion,0.5116666666666667
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.95
Alice-opinion,0.5083333333333333
Default,0.95
Alice-opinion,0.505
Default,0.95
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5033333333333333
Default,0.945
Alice-opinion,0.5033333333333334
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.945
Alice-opinion,0.5033333333333334
Default,0.9516666666666667
Alice-opinion,0.5066666666666667
Default,0.9483333333333334
Alice-opinion,0.5066666666666666
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9483333333333334
Alice-opinion,0.5066666666666667
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.9466666666666667
Alice-opinion,0.505
Default,0.945
Alice-opinion,0.5033333333333334
Default,0.92
Alice-opinion,0.5083333333333333
Default,0.9183333333333333
Alice-opinion,0.5133333333333333
Default,0.9083333333333333
Alice-opinion,0.5133333333333333
Default,0.5083333333333333
Alice-opinion,0.51
Default,0.9133333333333333
Alice-opinion,0.515
Default,0.51
Alice-opinion,0.5083333333333333
Default,0.915
Alice-opinion,0.51
Default,0.5116666666666667
Alice-opinion,0.5066666666666667
Default,0.5083333333333333
Alice-opinion,0.51
Default,0.915
Alice-opinion,0.51
Default,0.915
Alice-opinion,0.5133333333333333
Default,0.9166666666666666
Alice-opinion,0.5116666666666667
Default,0.5216666666666666
Alice-opinion,0.9866666666666667
Default,0.51
Alice-opinion,0.5083333333333333
Default,0.9133333333333333
Alice-opinion,0.5116666666666667
Default,0.9166666666666666
Alice-opinion,0.515
Default,0.9183333333333333
Alice-opinion,0.5166666666666667
Default,0.5216666666666666
Alice-opinion,0.9866666666666667
Default,0.9133333333333333
Alice-opinion,0.5116666666666667
Default,0.5216666666666666
Alice-opinion,0.9866666666666667
Default,0.91
Alice-opinion,0.5116666666666667
Default,0.51
Alice-opinion,0.5083333333333333
Default,0.5216666666666666
Alice-opinion,0.9866666666666667
Default,0.91
Alice-opinion,0.5116666666666667
Default,0.5216666666666667
Alice-opinion,0.9866666666666667
Default,0.9116666666666666
Alice-opinion,0.5133333333333333
Default,0.51
Alice-opinion,0.5083333333333333
Default,0.91
Alice-opinion,0.5116666666666667
Default,0.9133333333333333
Alice-opinion,0.5083333333333333
Default,0.915
Alice-opinion,0.5133333333333333
Default,0.5183333333333333
Alice-opinion,0.99
Default,0.91
Alice-opinion,0.515
Default,0.9133333333333333
Alice-opinion,0.5116666666666667
Default,0.91
Alice-opinion,0.5116666666666667
Default,0.92
Alice-opinion,0.5116666666666667
Default,0.5183333333333333
Alice-opinion,0.99
Default,0.5083333333333333
Alice-opinion,0.51
Default,0.9083333333333333
Alice-opinion,0.5133333333333333
Default,0.9133333333333333
Alice-opinion,0.515
Default,0.5083333333333333
Alice-opinion,0.51
Default,0.9116666666666666
Alice-opinion,0.5133333333333333
Default,0.52
Alice-opinion,0.9883333333333333
Default,0.9116666666666666
Alice-opinion,0.5166666666666667
Default,0.9083333333333333
Alice-opinion,0.51
Default,0.915
Alice-opinion,0.5133333333333333
Default,0.51
Alice-opinion,0.5083333333333333
Default,0.915
Alice-opinion,0.5133333333333333
Default,0.51
Alice-opinion,0.5083333333333333
Default,0.5083333333333333
Alice-opinion,0.51
Default,0.91
Alice-opinion,0.5216666666666666
