,value
acc_lg,0.9325
acc_lg_bs,0.5175
acc_crc_burns,0.86
acc_crc_bs_burns,0.535
acc_crc_cluster,0.885
acc_crc_bs_cluster,0.5
ccs_burns sent_accs (mean),0.8182999999999998
ccs_burns sent_accs (std),0.13448739717906655
ccs_burns bs_accs (mean),0.5167
ccs_burns bs_accs (std),0.014242892964563061
ccs_cluster sent_accs (mean),0.79405
ccs_cluster sent_accs (std),0.1516829670727732
ccs_cluster bs_accs (mean),0.5190499999999999
ccs_cluster bs_accs (std),0.012215666170946226
