,value
acc_lg,0.9325
acc_lg_bs,0.485
acc_crc_burns,0.505
acc_crc_bs_burns,0.9775
acc_crc_cluster,0.7475
acc_crc_bs_cluster,0.54
ccs_burns sent_accs (mean),0.5128
ccs_burns sent_accs (std),0.0008124038404636148
ccs_burns bs_accs (mean),0.9317
ccs_burns bs_accs (std),0.16928041824144932
ccs_cluster sent_accs (mean),0.6955499999999999
ccs_cluster sent_accs (std),0.09092894203717537
ccs_cluster bs_accs (mean),0.60405
ccs_cluster bs_accs (std),0.06656555039958732
