template,accuracy
Default,0.9299999999999999
Alice-opinion,0.505
Default,0.93
Alice-opinion,0.5083333333333333
Default,0.935
Alice-opinion,0.5066666666666667
Default,0.9333333333333333
Alice-opinion,0.505
Default,0.9283333333333333
Alice-opinion,0.51
Default,0.9383333333333334
Alice-opinion,0.51
Default,0.9366666666666666
Alice-opinion,0.5083333333333333
Default,0.9316666666666666
Alice-opinion,0.51
Default,0.9299999999999999
Alice-opinion,0.5083333333333333
Default,0.93
Alice-opinion,0.5083333333333333
Default,0.9283333333333333
Alice-opinion,0.5033333333333333
Default,0.94
Alice-opinion,0.5116666666666667
Default,0.9366666666666666
Alice-opinion,0.505
Default,0.8966666666666667
Alice-opinion,0.505
Default,0.9366666666666666
Alice-opinion,0.5116666666666667
Default,0.935
Alice-opinion,0.5066666666666667
Default,0.9316666666666666
Alice-opinion,0.5033333333333333
Default,0.9333333333333333
Alice-opinion,0.505
Default,0.9316666666666666
Alice-opinion,0.51
Default,0.9383333333333334
Alice-opinion,0.51
Default,0.9266666666666666
Alice-opinion,0.5083333333333333
Default,0.9333333333333333
Alice-opinion,0.505
Default,0.9333333333333333
Alice-opinion,0.5083333333333333
Default,0.9283333333333333
Alice-opinion,0.51
Default,0.9366666666666666
Alice-opinion,0.505
Default,0.9316666666666666
Alice-opinion,0.5033333333333333
Default,0.9333333333333333
Alice-opinion,0.5083333333333333
Default,0.9366666666666666
Alice-opinion,0.5083333333333333
Default,0.5266666666666666
Alice-opinion,0.525
Default,0.9383333333333334
Alice-opinion,0.5066666666666666
Default,0.9333333333333333
Alice-opinion,0.505
Default,0.9333333333333333
Alice-opinion,0.505
Default,0.9383333333333334
Alice-opinion,0.5133333333333333
Default,0.9283333333333333
Alice-opinion,0.51
Default,0.9316666666666666
Alice-opinion,0.5033333333333333
Default,0.9316666666666666
Alice-opinion,0.5066666666666667
Default,0.5133333333333333
Alice-opinion,0.535
Default,0.935
Alice-opinion,0.5066666666666667
Default,0.9299999999999999
Alice-opinion,0.5083333333333333
Default,0.935
Alice-opinion,0.5066666666666666
Default,0.9366666666666666
Alice-opinion,0.5083333333333333
Default,0.9333333333333333
Alice-opinion,0.5083333333333333
Default,0.9383333333333334
Alice-opinion,0.5066666666666667
Default,0.9366666666666666
Alice-opinion,0.5083333333333333
Default,0.9316666666666666
Alice-opinion,0.51
Default,0.9283333333333333
Alice-opinion,0.5066666666666667
Default,0.9316666666666666
Alice-opinion,0.5066666666666666
Default,0.935
Alice-opinion,0.5033333333333333
Default,0.9383333333333334
Alice-opinion,0.51
Default,0.9366666666666666
Alice-opinion,0.5116666666666667
Default,0.5433333333333333
Alice-opinion,0.7483333333333333
Default,0.5466666666666666
Alice-opinion,0.7516666666666667
Default,0.54
Alice-opinion,0.745
Default,0.565
Alice-opinion,0.6866666666666666
Default,0.54
Alice-opinion,0.745
Default,0.5733333333333333
Alice-opinion,0.7583333333333333
Default,0.54
Alice-opinion,0.745
Default,0.5766666666666667
Alice-opinion,0.7683333333333333
Default,0.59
Alice-opinion,0.7083333333333334
Default,0.5866666666666667
Alice-opinion,0.7116666666666667
Default,0.6
Alice-opinion,0.705
Default,0.5383333333333333
Alice-opinion,0.7466666666666666
Default,0.5483333333333333
Alice-opinion,0.7533333333333333
Default,0.5916666666666667
Alice-opinion,0.7066666666666667
Default,0.6333333333333333
Alice-opinion,0.6783333333333333
Default,0.55
Alice-opinion,0.755
Default,0.5449999999999999
Alice-opinion,0.75
Default,0.5916666666666667
Alice-opinion,0.71
Default,0.5483333333333333
Alice-opinion,0.7533333333333333
Default,0.5966666666666667
Alice-opinion,0.7083333333333334
Default,0.5933333333333334
Alice-opinion,0.705
Default,0.5416666666666667
Alice-opinion,0.7433333333333334
Default,0.5883333333333334
Alice-opinion,0.7066666666666667
Default,0.59
Alice-opinion,0.7083333333333334
Default,0.5449999999999999
Alice-opinion,0.75
Default,0.54
Alice-opinion,0.745
Default,0.5416666666666667
Alice-opinion,0.7466666666666666
Default,0.5933333333333334
Alice-opinion,0.7083333333333334
Default,0.59
Alice-opinion,0.7083333333333334
Default,0.59
Alice-opinion,0.7683333333333333
Default,0.5916666666666667
Alice-opinion,0.7066666666666667
Default,0.5449999999999999
Alice-opinion,0.75
Default,0.59
Alice-opinion,0.705
Default,0.5916666666666667
Alice-opinion,0.71
Default,0.5866666666666667
Alice-opinion,0.7083333333333334
Default,0.595
Alice-opinion,0.7066666666666667
Default,0.5466666666666666
Alice-opinion,0.7516666666666667
Default,0.54
Alice-opinion,0.745
Default,0.5916666666666667
Alice-opinion,0.71
Default,0.5966666666666667
Alice-opinion,0.705
Default,0.5383333333333333
Alice-opinion,0.7466666666666666
Default,0.59
Alice-opinion,0.7083333333333334
Default,0.54
Alice-opinion,0.745
Default,0.5416666666666667
Alice-opinion,0.7466666666666666
Default,0.5916666666666667
Alice-opinion,0.71
Default,0.595
Alice-opinion,0.7066666666666667
Default,0.5916666666666667
Alice-opinion,0.7033333333333334
Default,0.54
Alice-opinion,0.745
Default,0.5883333333333334
Alice-opinion,0.7733333333333333
Default,0.54
Alice-opinion,0.745
