template,accuracy
Default,0.915
Alice-opinion,0.5033333333333333
Default,0.9283333333333333
Alice-opinion,0.5133333333333333
Default,0.9283333333333333
Alice-opinion,0.5166666666666666
Default,0.9166666666666666
Alice-opinion,0.5083333333333333
Default,0.93
Alice-opinion,0.515
Default,0.5066666666666667
Alice-opinion,0.5183333333333333
Default,0.9316666666666666
Alice-opinion,0.5133333333333333
Default,0.925
Alice-opinion,0.5166666666666667
Default,0.9333333333333333
Alice-opinion,0.525
Default,0.8316666666666667
Alice-opinion,0.52
Default,0.9183333333333333
Alice-opinion,0.51
Default,0.935
Alice-opinion,0.52
Default,0.9266666666666666
Alice-opinion,0.5183333333333333
Default,0.9233333333333333
Alice-opinion,0.505
Default,0.905
Alice-opinion,0.5
Default,0.9216666666666666
Alice-opinion,0.51
Default,0.5783333333333334
Alice-opinion,0.5033333333333333
Default,0.9116666666666666
Alice-opinion,0.5066666666666667
Default,0.9233333333333333
Alice-opinion,0.5183333333333333
Default,0.9133333333333333
Alice-opinion,0.505
Default,0.9283333333333333
Alice-opinion,0.5166666666666666
Default,0.595
Alice-opinion,0.5033333333333334
Default,0.9233333333333333
Alice-opinion,0.505
Default,0.9316666666666666
Alice-opinion,0.5166666666666666
Default,0.9266666666666666
Alice-opinion,0.505
Default,0.9316666666666666
Alice-opinion,0.5166666666666666
Default,0.93
Alice-opinion,0.5183333333333333
Default,0.9383333333333334
Alice-opinion,0.5233333333333333
Default,0.9366666666666666
Alice-opinion,0.525
Default,0.92
Alice-opinion,0.5116666666666667
Default,0.9333333333333333
Alice-opinion,0.5183333333333333
Default,0.9316666666666666
Alice-opinion,0.5166666666666666
Default,0.93
Alice-opinion,0.515
Default,0.92
Alice-opinion,0.5083333333333333
Default,0.915
Alice-opinion,0.51
Default,0.9166666666666666
Alice-opinion,0.515
Default,0.915
Alice-opinion,0.5
Default,0.9333333333333333
Alice-opinion,0.525
Default,0.9283333333333333
Alice-opinion,0.5133333333333333
Default,0.93
Alice-opinion,0.5083333333333333
Default,0.9316666666666666
Alice-opinion,0.51
Default,0.5266666666666666
Alice-opinion,0.515
Default,0.915
Alice-opinion,0.5033333333333333
Default,0.9333333333333333
Alice-opinion,0.5116666666666667
Default,0.9316666666666666
Alice-opinion,0.52
Default,0.925
Alice-opinion,0.5066666666666667
Default,0.9366666666666666
Alice-opinion,0.5183333333333333
Default,0.9183333333333333
Alice-opinion,0.5133333333333333
Default,0.9316666666666666
Alice-opinion,0.5166666666666666
Default,0.915
Alice-opinion,0.5066666666666667
Default,0.5033333333333334
Alice-opinion,0.5083333333333333
Default,0.515
Alice-opinion,0.5833333333333334
Default,0.52
Alice-opinion,0.7683333333333333
Default,0.505
Alice-opinion,0.7266666666666667
Default,0.5183333333333333
Alice-opinion,0.7666666666666666
Default,0.5183333333333333
Alice-opinion,0.7933333333333333
Default,0.505
Alice-opinion,0.8366666666666667
Default,0.52
Alice-opinion,0.7683333333333333
Default,0.505
Alice-opinion,0.51
Default,0.505
Alice-opinion,0.7266666666666667
Default,0.515
Alice-opinion,0.5333333333333333
Default,0.5083333333333333
Alice-opinion,0.5033333333333333
Default,0.5033333333333333
Alice-opinion,0.5116666666666667
Default,0.5083333333333333
Alice-opinion,0.5533333333333333
Default,0.5483333333333333
Alice-opinion,0.5133333333333333
Default,0.5083333333333333
Alice-opinion,0.5133333333333333
Default,0.5233333333333333
Alice-opinion,0.815
Default,0.515
Alice-opinion,0.5133333333333333
Default,0.5
Alice-opinion,0.8783333333333333
Default,0.5133333333333333
Alice-opinion,0.5183333333333333
Default,0.505
Alice-opinion,0.7266666666666667
Default,0.5166666666666666
Alice-opinion,0.525
Default,0.5
Alice-opinion,0.585
Default,0.5066666666666667
Alice-opinion,0.5383333333333333
Default,0.5016666666666667
Alice-opinion,0.8366666666666667
Default,0.505
Alice-opinion,0.7266666666666667
Default,0.52
Alice-opinion,0.7683333333333333
Default,0.5016666666666667
Alice-opinion,0.5
Default,0.5
Alice-opinion,0.6116666666666667
Default,0.505
Alice-opinion,0.7233333333333334
Default,0.5083333333333333
Alice-opinion,0.53
Default,0.505
Alice-opinion,0.5166666666666667
Default,0.505
Alice-opinion,0.5133333333333333
Default,0.5133333333333333
Alice-opinion,0.8283333333333334
Default,0.52
Alice-opinion,0.7683333333333333
Default,0.5333333333333333
Alice-opinion,0.7716666666666667
Default,0.5183333333333333
Alice-opinion,0.7666666666666666
Default,0.5033333333333333
Alice-opinion,0.535
Default,0.5133333333333333
Alice-opinion,0.5116666666666667
Default,0.5066666666666667
Alice-opinion,0.8383333333333334
Default,0.505
Alice-opinion,0.5133333333333333
Default,0.5233333333333333
Alice-opinion,0.5216666666666666
Default,0.505
Alice-opinion,0.8266666666666667
Default,0.5033333333333334
Alice-opinion,0.725
Default,0.505
Alice-opinion,0.51
Default,0.5133333333333333
Alice-opinion,0.5016666666666667
Default,0.51
Alice-opinion,0.5349999999999999
Default,0.5666666666666667
Alice-opinion,0.5016666666666667
Default,0.5016666666666667
Alice-opinion,0.5333333333333333
Default,0.505
Alice-opinion,0.7266666666666667
